gene,U_statistic_MWU,p_value_MWU,FDR,hbNeutrophils,htNeutrophils,fold_change
BABAM2,12113774,0.179128688,0.1978611,0.037638536,0.059274558,1.160429554
BACE2,12217475,0.027834583,0.033237222,0.028176499,0.021024236,0.942964884
BACH1,12759770,1.67464E-13,6.00154E-13,0.397122405,0.245922906,0.694142943
BACH1-AS1,12296187,3.2132E-05,5.13242E-05,0.045912432,0.025727124,0.858979063
BAG1,12207166.5,0.202596921,0.22252872,0.074625901,0.06611763,0.950490256
BAG5,12213721,0.025250181,0.030306547,0.028125489,0.019452865,0.930812744
BAG6,12113985.5,0.396768616,0.421047612,0.093097546,0.121470448,1.149078354
BAIAP2-AS1,12701755,3.95308E-24,2.84166E-23,0.124236901,0.026836052,0.560190469
BAIAP2L1,12409020.5,4.55935E-11,1.3312E-10,0.061635616,0.015494533,0.709549037
BANP,12414619,8.66015E-07,1.6576E-06,0.153149023,0.093199165,0.760558344
BAP1,12269647.5,0.000146145,0.000216729,0.040519378,0.023267528,0.874754174
BARX2,12362761,5.26268E-09,1.27916E-08,0.048973029,0.018999975,0.794982527
BASP1,12476859,0.033560002,0.039773913,6.325811248,7.371381613,1.162784453
BATF2,12158749,0.850404408,0.86089213,0.019011056,0.026615298,1.065420942
BAX,12292482,0.002146685,0.002842537,0.09687194,0.072218266,0.872982372
BAZ1A,13146693,8.31333E-22,5.23776E-21,0.802057958,0.45781358,0.617201067
BAZ1B,12225676,0.00139919,0.00188255,0.024525391,0.012330411,0.899835837
BAZ2A,12683100,3.69866E-16,1.61986E-15,0.227993689,0.099042973,0.603494799
BAZ2B,14094589,4.63297E-72,1.28811E-70,0.826483961,0.28177658,0.410303808
BBC3,12492219.5,1.66754E-09,4.25851E-09,0.179002246,0.098547345,0.708736054
BBIP1,12534872.5,5.89796E-11,1.703E-10,0.154644029,0.078094587,0.696073853
BBS1,12691460.5,5.4338E-25,4.08673E-24,0.120673483,0.01883405,0.532627989
BBX,12325425.5,3.15128E-05,5.03818E-05,0.07908116,0.044606978,0.804463594
BCAM,12448584,1.22564E-12,4.08342E-12,0.071944141,0.022882483,0.70998379
BCAP29,12417803,2.64063E-09,6.60656E-09,0.079215014,0.040758116,0.782039238
BCAP31,12616122.5,7.38031E-11,2.11122E-10,0.3491731,0.185837774,0.63410351
BCAS1,12298452.5,0.000155277,0.000229481,0.058549794,0.040252262,0.882538206
BCAS2,11090135.5,8.0314E-119,3.6433E-117,0.031057649,0.383141755,3.744606499
BCAS4,13268412,1.54776E-50,2.88124E-49,0.266948834,0.045242716,0.391207213
BCAT1,12103568.5,0.058524869,0.067808287,0.020935541,0.051486734,1.258557669
BCAT2,11925336,1.48831E-20,8.73232E-20,0.011265337,0.082712161,1.658557561
BCKDK,12312270.5,0.001063258,0.001449117,0.105979023,0.076219317,0.853547318
BCL10,12057273.5,0.023923466,0.028766233,0.072716922,0.10958689,1.216956879
BCL2A1,4667012.5,0,0,0.579019853,5.676064656,8.537282255
BCL2L1,12004554,1.86861E-07,3.831E-07,0.029079772,0.087950069,1.466098897
BCL2L11,12073910.5,0.064376598,0.074258819,0.085684275,0.115584983,1.16347331
BCL2L13,12277263,0.000768454,0.001060408,0.05517751,0.037125106,0.881547497
BCL2L14,12270153,0.000648186,0.000900647,0.041785722,0.0267377,0.891748839
BCL2L15,12269401.5,0.000182946,0.000268211,0.03938876,0.019089264,0.851409075
BCL3,10706009.5,8.46506E-70,2.28716E-68,0.216238257,0.741235674,2.674831704
BCL6,14493872,2.91739E-74,8.46632E-73,1.561781243,0.722576255,0.494151859
BCL7B,12114971.5,0.199264518,0.219203686,0.04135909,0.054774182,1.096801426
BCL7C,12332418,1.48323E-06,2.75933E-06,0.052860023,0.026600398,0.82503446
BCLAF1,12389464.5,2.03486E-05,3.3324E-05,0.161965337,0.104916647,0.77989614
BCLAF3,12282117.5,0.000819233,0.001128491,0.058785994,0.041871964,0.891584049
BCO2,12354046.5,4.23974E-06,7.48512E-06,0.0766267,0.041629138,0.79869247
BCORL1,12217587,0.020571795,0.024909849,0.037101147,0.017893527,0.857007093
BCR,12358589.5,1.13975E-08,2.67672E-08,0.048191024,0.01634922,0.781028902
BDH1,12307373,1.67658E-07,3.4616E-07,0.035063284,0.007219025,0.789517586
BDNF-AS,12239739.5,0.000558259,0.000780223,0.023991111,0.012987928,0.909226375
BECN1,12431389,2.88644E-07,5.8113E-07,0.140347827,0.08537423,0.768602723
BEND2,12362296,1.97811E-10,5.46803E-10,0.04133456,0.007658087,0.75695227
BEND7,12128739.5,0.462963073,0.486738073,0.045262413,0.059744712,1.101639482
BEST1,12458606,3.53433E-05,5.62452E-05,0.264023138,0.204737759,0.835887166
BET1L,12229047.5,0.018251347,0.022209284,0.042606754,0.031534757,0.920818884
BFAR,12259669.5,0.032980077,0.039115905,0.088330898,0.101309318,1.069943628
BHLHE40,10981862,2.26E-129,1.0943E-127,0.034437105,0.505526128,4.578028014
BHMT2,12835047,5.38807E-21,3.23622E-20,0.255381088,0.122621752,0.623490586
BICD2,12669701,5.02191E-20,2.8589E-19,0.194027021,0.053101582,0.516138413
BICRA,12273606,9.99359E-05,0.000151108,0.040569373,0.024900869,0.886290297
BICRAL,12321099,1.15026E-05,1.93634E-05,0.073579993,0.038524456,0.794762251
BID,12074808,0.418573469,0.442715024,0.56701353,0.675619856,1.163505124
BIN2,14081977,1.06872E-70,2.90578E-69,0.854158761,0.284913252,0.401665434
BIN3,12305287,0.004395416,0.005649283,0.125942884,0.10097759,0.888131992
BIRC2,12007990.5,0.003372578,0.004381048,0.087861357,0.15712457,1.374222006
BIRC3,11549426,1.126E-54,2.34989E-53,0.03253946,0.304923696,3.099074102
BIRC5,12209869,0.232024033,0.252981042,0.082097757,0.087546583,1.030385659
BIRC6,12257669,0.007177242,0.009066489,0.065916051,0.048787742,0.895008902
BISPR,12490362.5,7.17694E-14,2.65713E-13,0.090160645,0.02539414,0.654366979
BIVM,12327693,1.6876E-08,3.8975E-08,0.037400536,0.008994903,0.789001903
BLCAP,12258495,0.000604941,0.000843005,0.045299309,0.018984415,0.815364965
BLM,12660766.5,9.8621E-19,5.13915E-18,0.140779555,0.061476153,0.666798153
BLMH,12423079.5,1.89919E-10,5.25662E-10,0.072332844,0.02540755,0.723248287
BLOC1S1,12439823,3.60983E-05,5.73832E-05,0.231515623,0.177366256,0.835282163
BLOC1S2,12197508.5,0.514107915,0.537037464,0.235406192,0.240094344,1.014094163
BLOC1S3,12183879.5,0.174547167,0.193047868,0.023601957,0.016057432,0.937559017
BLOC1S5,12315686,2.1573E-07,4.3957E-07,0.040192499,0.011948391,0.794464282
BLOC1S6,12472892.5,8.55944E-08,1.82971E-07,0.148106193,0.125029458,0.905936222
BLVRB,12093924.5,0.00844592,0.010591501,0.015196845,0.036383752,1.188459766
BLZF1,12423277,9.78358E-09,2.31534E-08,0.091107571,0.043865641,0.749156255
BMP1,12286844,4.45219E-07,8.81293E-07,0.028131193,0.002810244,0.798007242
BMP2K,12267104,0.007806941,0.009833117,0.084512997,0.078801909,0.968575077
BMP7,12343100,2.49378E-07,5.05501E-07,0.05261045,0.020209924,0.783758603
BMPR1A,12339432.5,4.51224E-08,9.93638E-08,0.047711812,0.010792546,0.745272542
BMPR2,12310975.5,2.44648E-07,4.96381E-07,0.042332445,0.00760941,0.751190978
BMS1,12342290.5,1.68092E-08,3.88414E-08,0.045851591,0.016004621,0.79139098
BMT2,12199942,0.13450383,0.150283706,0.043308901,0.034507495,0.937371443
BMX,12279505,0.000631076,0.000877722,0.065611672,0.031393083,0.789858834
BNIP2,12306610.5,0.027177885,0.032498084,0.230662406,0.227287056,0.989705749
BNIP3L,10937434,6.20387E-35,7.27499E-34,0.503953929,1.151748069,2.0775405
BOD1L1,13347142.5,9.97424E-29,9.03974E-28,0.824249439,0.492084417,0.63952859
BOLA3,12353963,6.36251E-08,1.38237E-07,0.056308056,0.023127105,0.783883336
BORCS5,12440864.5,2.63917E-10,7.22587E-10,0.082897919,0.035001363,0.734088914
BORCS6,12298863,2.07467E-08,4.74438E-08,0.035135493,0.000578563,0.738917173
BORCS7,12306977,0.000205035,0.000298816,0.06575842,0.048712788,0.895414631
BORCS8,12352258,2.74389E-06,4.94244E-06,0.07533719,0.046859162,0.834969029
BPGM,12178834,0.321207816,0.344382407,0.029058693,0.02776381,0.989746197
BPIFA1,11907784,1.16293E-39,1.58848E-38,0.000436521,0.102087326,2.040853043
BPIFB1,12241282.5,0.008091338,0.010172001,0.040631655,0.025542753,0.890546067
BPNT1,12280357,1.00685E-05,1.70996E-05,0.031603054,0.010333273,0.834897313
BPTF,12669258.5,1.06809E-16,4.85287E-16,0.210991431,0.089827692,0.60688688
BRAF,12014484.5,4.42852E-05,6.98306E-05,0.039678786,0.087088434,1.346300213
BRAP,12310965,1.77741E-06,3.26991E-06,0.052829413,0.01909308,0.775171966
BRAT1,12317945.5,3.95728E-06,7.01373E-06,0.052542517,0.026088974,0.823368735
BRCA1,12806227.5,9.53327E-24,6.6857E-23,0.188556065,0.069081747,0.581936916
BRCC3,12229300,0.001264366,0.001709423,0.023923941,0.010818479,0.891823137
BRD2,12339354.5,0.001732911,0.00231171,0.162414936,0.152144459,0.960443317
BRD3,12547478.5,5.19284E-16,2.24459E-15,0.133317896,0.037131905,0.582783995
BRD4,12419151,0.001243575,0.001682897,0.381949194,0.354305513,0.942309691
BRD7,12207625,0.077165477,0.08840745,0.041461873,0.030678789,0.922248448
BRD8,12417642,8.60161E-13,2.89939E-12,0.066743689,0.007715961,0.640005071
BRDT,12332327.5,1.21749E-06,2.28618E-06,0.049556595,0.023303755,0.821142945
BRF1,12263156,1.08072E-05,1.82677E-05,0.024942558,0.005579481,0.84150333
BRI3,9805230.5,3.83662E-63,9.36767E-62,1.747919444,3.900288988,2.16650493
BRI3BP,12685749.5,9.30871E-21,5.5256E-20,0.143474932,0.043737496,0.58563499
BRIP1,12446830.5,3.86936E-11,1.1359E-10,0.076087645,0.031400797,0.742159789
BRIX1,12318556.5,6.47274E-05,0.000100249,0.063616521,0.046740233,0.895074748
BRK1,11967727,0.009608315,0.01198467,0.237766812,0.308726475,1.211825363
BRMS1,12243852.5,0.001658559,0.002216298,0.038759659,0.022498319,0.880417424
BROX,12372922.5,1.51494E-05,2.51683E-05,0.11776402,0.073090992,0.792207411
BRPF1,12268267.5,9.13116E-06,1.55721E-05,0.029695623,0.007636907,0.826200053
BRWD1,12271143,0.000682216,0.000946101,0.054226366,0.031712748,0.851347083
BRWD3,12203695,0.252464924,0.273985794,0.085416519,0.089477363,1.022234015
BSDC1,12259119.5,0.004070418,0.005250365,0.057560193,0.036705627,0.865267286
BSG,12365101.5,0.000328437,0.000468443,0.142442949,0.117300328,0.895093732
BSN-AS1,12336146,6.65814E-08,1.44332E-07,0.04594427,0.015222475,0.785415572
BSN-AS2,12219641,0.398904313,0.423157695,0.230975568,0.280568973,1.15110722
BST1,12857408.5,1.03288E-19,5.7733E-19,0.317431471,0.150272022,0.59687199
BST2,12179279.5,0.47313378,0.496885591,0.045900693,0.053414429,1.052497636
BTBD10,12250459.5,0.00639814,0.008106067,0.063851333,0.035460774,0.823744178
BTBD19,12124790,0.282465709,0.304740512,0.025223947,0.042319465,1.139613966
BTBD7,12539745,2.83372E-13,9.98931E-13,0.123360896,0.053216225,0.682006778
BTF3,12084063,0.099027063,0.112186417,0.063875067,0.097975404,1.211672393
BTF3L4,12189769,0.305408655,0.328341923,0.053577257,0.049032571,0.969863182
BTG1,11650117.5,0.000579268,0.000808537,2.534303496,3.229384199,1.264135778
BTG2,7391831,0,0,0.392642215,3.744355878,7.842092641
BTK,12232026.5,0.024389883,0.029302538,0.059500066,0.040339084,0.87774107
BTN2A1,12324004,0.000258454,0.000372386,0.116975981,0.07688297,0.81282486
BTN3A1,12449728,1.41787E-09,3.6436E-09,0.125700695,0.049857548,0.659782124
BTN3A2,13148204.5,6.06402E-38,7.88323E-37,0.294817312,0.083513349,0.461016811
BTNL3,12333235.5,8.9155E-09,2.11746E-08,0.04963862,0.009382204,0.725891651
BTNL8,12185634.5,0.408814696,0.432977865,0.054599304,0.060360767,1.037948341
BTNL9,12480577.5,2.92738E-13,1.0311E-12,0.079845064,0.024074194,0.685034181
BUB3,12265603,0.000449459,0.000633195,0.045449909,0.022852232,0.841613701
BUD31,12331093,0.004749228,0.006093122,0.180241638,0.158502719,0.921651999
BX324167.1,12377154,7.37388E-10,1.94181E-09,0.054357464,0.013532173,0.730671897
BX547991.1,12418359,4.9278E-12,1.56437E-11,0.060931682,0.013576189,0.700577727
BX890604.1,12227679.5,0.003663444,0.004746014,0.021850738,0.014737546,0.940263064
BZW1,11401990.5,8.50735E-31,8.46707E-30,0.155966362,0.401416894,1.969428747
C10orf105,12252659,2.31468E-05,3.76349E-05,0.028960042,0.005109806,0.810989289
C10orf128,12005541,1.09276E-08,2.57125E-08,0.020330671,0.072274165,1.441864702
C11orf1,12421166,1.19195E-11,3.67039E-11,0.060778746,0.017733476,0.727567237
C11orf21,12238212,0.001940894,0.002576797,0.035652544,0.01385606,0.835965053
C11orf49,12319218.5,6.69588E-08,1.45114E-07,0.037375813,0.008226449,0.78343767
C11orf54,12409663.5,1.51726E-07,3.14886E-07,0.105691532,0.058002891,0.764983409
C11orf58,12412580.5,1.01903E-07,2.16085E-07,0.100546328,0.054828546,0.768834589
C11orf68,12471256,1.18254E-10,3.31998E-10,0.124222321,0.05231409,0.675279958
C11orf70,12241118,0.001223234,0.001656671,0.02712166,0.012831491,0.885077552
C12orf43,12238794,0.005912932,0.007521186,0.034316937,0.023971034,0.921348738
C12orf45,13096574,3.2853E-31,3.36295E-30,0.298783135,0.134183101,0.584351395
C12orf49,12110615.5,0.172937851,0.191390773,0.031716293,0.081895402,1.38916386
C12orf50,12468421,1.09338E-12,3.66259E-12,0.080221001,0.023200889,0.678661327
C12orf65,12691359.5,2.71534E-12,8.7983E-12,0.256159762,0.167051782,0.747843971
C12orf66,12217352,0.028141612,0.033566642,0.030780958,0.023919199,0.946394807
C12orf76,12247418.5,0.004138142,0.005332932,0.042140472,0.022860058,0.861655264
C12orf77,12603650.5,1.75449E-16,7.8801E-16,0.120899461,0.045720051,0.655336359
C14orf119,12052333,0.010503084,0.013043277,0.053742151,0.106781373,1.351330641
C14orf2,12515834.5,1.45079E-08,3.36863E-08,0.188498757,0.127228766,0.785561788
C14orf37,12251783,0.000207258,0.000301801,0.026772035,0.00904388,0.85702705
C15orf39,12314057.5,0.027817874,0.033221873,0.232941742,0.242595464,1.02923897
C15orf40,12792014,2.08826E-20,1.21203E-19,0.200109359,0.097737731,0.655701447
C15orf48,9304446,0,0,0.001691347,1.673113991,17.89741479
C16orf54,13282416.5,9.28907E-50,1.68908E-48,0.384964664,0.064574188,0.335550281
C16orf62,12827101,3.46102E-25,2.6469E-24,0.189915341,0.074385333,0.597652508
C16orf70,12313034.5,1.05609E-06,2.00009E-06,0.04809599,0.015349508,0.774660303
C16orf72,12005105,0.040023911,0.047023731,0.284829373,0.308476817,1.061895569
C16orf87,12304204,1.08393E-06,2.04876E-06,0.037363438,0.013449185,0.822315074
C16orf95,12656590.5,1.88849E-18,9.63702E-18,0.135842398,0.050515003,0.633893171
C17orf107,11864583.5,7.53364E-39,1.01299E-37,0.002188039,0.088869303,1.871934633
C17orf49,12135767.5,0.677580568,0.696406739,0.076787891,0.108055969,1.179688773
C17orf62,12787223,1.30446E-15,5.48444E-15,0.338730434,0.184749889,0.64679713
C17orf75,12696943,3.8484E-21,2.32278E-20,0.138015651,0.041242965,0.588621785
C17orf99,13051354.5,7.32039E-38,9.47364E-37,0.215258623,0.050709219,0.473413522
C18orf21,12209675,0.005825655,0.007416738,0.023515291,0.008852796,0.878561235
C18orf25,12246388,0.009196543,0.011494345,0.056259202,0.0299588,0.828643717
C18orf32,12264047.5,0.166499733,0.184407762,0.30429527,0.319384949,1.037581407
C18orf8,12205481.5,0.06139291,0.070959567,0.030678028,0.025230392,0.957407926
C19orf25,12254558.5,0.002946678,0.003848094,0.04449125,0.031273718,0.906732112
C19orf38,12472201.5,1.51221E-07,3.13914E-07,0.179566244,0.098152187,0.705864268
C19orf47,13140220.5,4.83577E-36,5.81304E-35,0.289756521,0.10275764,0.516775099
C19orf53,12021918,0.000160451,0.00023664,0.039675948,0.09371269,1.394715501
C19orf66,12531218,8.37972E-13,2.82791E-12,0.113681836,0.054953771,0.721544373
C19orf70,12356628,1.84571E-06,3.39049E-06,0.068809726,0.04076833,0.831110783
C1D,12304789,0.00191711,0.002547183,0.100409769,0.08866916,0.940594276
C1GALT1,12312731.5,3.23234E-06,5.7728E-06,0.056854663,0.020561932,0.764454049
C1QTNF2,12577105.5,1.96113E-17,9.37494E-17,0.103114052,0.027273482,0.621438026
C1RL,12622559,6.71817E-16,2.8765E-15,0.154006949,0.064291731,0.642898187
C1RL-AS1,12577819.5,1.41663E-13,5.10664E-13,0.132714486,0.064962776,0.705349226
C1S,12252018.5,0.00015349,0.000226996,0.024482051,0.012334128,0.900186803
C1orf109,12495683.5,1.33361E-14,5.2058E-14,0.083013805,0.022639749,0.665032109
C1orf122,12058557,0.000391503,0.000554538,0.024292405,0.053757923,1.242480748
C1orf132,12560649.5,4.35899E-16,1.89844E-15,0.143576502,0.039917504,0.569524282
C1orf140,12350212,2.03501E-07,4.15633E-07,0.053595532,0.026215587,0.81845953
C1orf158,12266649.5,2.84089E-06,5.11076E-06,0.025979234,0.003332778,0.81618698
C1orf162,11774393.5,8.4942E-12,2.64302E-11,0.106618249,0.241544959,1.661915568
C1orf167,12517305.5,2.20803E-13,7.83171E-13,0.105839379,0.040789656,0.679658867
C1orf186,12325357.5,7.34711E-08,1.5847E-07,0.046287483,0.010641346,0.751615658
C1orf27,12220973.5,0.00685708,0.008672219,0.025522923,0.014411682,0.909478848
C1orf43,11718272,2.1842E-10,6.01649E-10,0.23992859,0.417669455,1.527181432
C1orf52,12244062.5,0.002596523,0.003406825,0.036816409,0.022845357,0.895770265
C1orf61,12384730,1.33304E-09,3.43174E-09,0.054801438,0.01976889,0.769562083
C2,12445742,3.17021E-09,7.8721E-09,0.094657517,0.053547812,0.785755338
C20orf144,12289264,5.3901E-06,9.40431E-06,0.032045491,0.0132286,0.854437325
C20orf24,12897272,6.26941E-14,2.33014E-13,0.555057213,0.381937969,0.734594375
C21orf91,12248419,0.002685804,0.003520752,0.04262555,0.024693789,0.871778688
C22orf39,12426743,5.46867E-08,1.1957E-07,0.101010672,0.063236851,0.809449481
C22orf46,12237289.5,0.001450215,0.001947858,0.025212771,0.012850851,0.899034686
C2CD2L,12532163.5,2.22844E-16,9.94149E-16,0.090023682,0.023168455,0.642959334
C2CD3,12251207,0.011737452,0.014512279,0.054462102,0.048888248,0.963254152
C2CD4A,12378600.5,1.82767E-09,4.64543E-09,0.052822785,0.017507312,0.764637754
C2CD5,12182827,0.291514845,0.31411007,0.031663982,0.026691985,0.961424051
C2orf15,13715049,1.37271E-66,3.55298E-65,0.429996378,0.101155041,0.376274098
C2orf49,12229413,0.020823732,0.025197213,0.04177165,0.038867228,0.979104302
C2orf68,12815369.5,1.9589E-16,8.77533E-16,0.289325163,0.183614746,0.726528262
C2orf69,12220060.5,0.00623432,0.007905488,0.031511101,0.015958882,0.879192585
C3AR1,10227338,7.5268E-256,8.6498E-254,0.028255551,0.772481681,6.931029939
C3orf62,12962613.5,4.78419E-29,4.39605E-28,0.289790057,0.099159648,0.507433533
C3orf67,12252083,0.00015195,0.000224834,0.025672441,0.009863371,0.871363221
C4orf3,12167115.5,0.906666598,0.913449375,0.688168368,0.807105609,1.151436614
C4orf36,12579861.5,4.85125E-15,1.95387E-14,0.120213924,0.051181969,0.682521866
C4orf48,12239765,0.001392704,0.001874409,0.031416521,0.014773989,0.870628142
C5,12250613,0.000890638,0.001222943,0.031094545,0.017960114,0.897642414
C5AR1,11311541,6.2898E-10,1.66652E-09,1.431523195,2.353687906,1.603215753
C5AR2,13730473,8.06873E-57,1.74735E-55,0.682642558,0.211160863,0.395433272
C5orf15,12140631,0.599999017,0.621188172,0.028921035,0.035102234,1.049000521
C5orf24,12302920.5,1.23971E-06,2.32637E-06,0.036404199,0.014522496,0.836250017
C5orf42,12539037,5.26526E-15,2.11469E-14,0.096023685,0.033572944,0.676836649
C5orf56,12392969,3.19874E-09,7.93837E-09,0.112828519,0.028558263,0.598814413
C6orf106,12074311,0.002917955,0.003812317,0.020302402,0.058175867,1.322253492
C6orf132,12307492,1.64E-07,3.39054E-07,0.036419449,0.007037176,0.780145185
C6orf163,12502264.5,2.54034E-13,8.9808E-13,0.0933167,0.03184264,0.67737135
C6orf203,12384065,3.65674E-08,8.12725E-08,0.068485465,0.032513538,0.782922409
C6orf47,12261563,0.000163519,0.000240835,0.053280376,0.022379138,0.794682854
C6orf62,12922702,4.13739E-23,2.78833E-22,0.313890291,0.137817021,0.571717535
C6orf89,12221600,0.17492764,0.193419028,0.104162918,0.111492943,1.036397626
C7orf43,12240408.5,9.43597E-05,0.00014331,0.025656863,0.004043389,0.824111097
C7orf65,12392518.5,1.30414E-10,3.64829E-10,0.059345308,0.011182808,0.692389673
C8orf31,12632874.5,8.85318E-19,4.63582E-18,0.123720652,0.040583759,0.623721633
C8orf34,12708805.5,3.07403E-19,1.66218E-18,0.162243804,0.062139167,0.614193244
C8orf44,12254202.5,6.37816E-05,9.88729E-05,0.023936538,0.009295629,0.879161606
C8orf49,12117557.5,0.483323766,0.506907708,0.096281996,0.14540861,1.253875745
C8orf86,12710022.5,9.2547E-22,5.8054E-21,0.143214335,0.04609034,0.596055347
C9orf106,12324403.5,2.62379E-06,4.74389E-06,0.050667684,0.027880244,0.845918594
C9orf139,12289273,1.89994E-06,3.4864E-06,0.033158396,0.008479186,0.810717473
C9orf16,12292538.5,0.000396449,0.00056137,0.066406021,0.03453486,0.805224877
C9orf64,12359228,4.81194E-08,1.05693E-07,0.059049221,0.023028526,0.769502591
C9orf66,12245111.5,0.006657503,0.008427231,0.048316,0.033306677,0.896871873
C9orf72,11614520.5,1.93046E-19,1.06046E-18,0.141277276,0.327853378,1.782283804
C9orf78,12694666,1.37705E-12,4.56844E-12,0.270513572,0.183654438,0.763801648
C9orf85,12340270,1.91104E-07,3.91241E-07,0.050468035,0.016375749,0.769167213
CA12,12540864.5,3.64926E-16,1.59903E-15,0.094593555,0.025225783,0.638366885
CA4,12244865.5,0.01116113,0.013819535,0.049193411,0.044650127,0.968970448
CA5A,12732118.5,3.14703E-21,1.91555E-20,0.157663133,0.060346944,0.618199689
CA5B,12275060.5,0.000105534,0.00015916,0.039795071,0.015996825,0.826315032
CAB39,12531650,3.11834E-08,6.9883E-08,0.224004712,0.152277831,0.776711234
CABIN1,12664982.5,9.14143E-25,6.80397E-24,0.123813479,0.010255727,0.486252381
CABP4,12428983.5,4.95563E-09,1.20793E-08,0.085795295,0.047151319,0.788853608
CACNA1A,14171075,1.35235E-73,3.83419E-72,0.70062857,0.277080445,0.469140216
CACNA1D,13063755.5,2.81002E-40,3.90639E-39,0.212914936,0.038828186,0.438682374
CACNB2,12380166.5,0.000255209,0.000367896,0.152197458,0.123809889,0.886186581
CACNB3,12281447,2.82632E-05,4.54564E-05,0.034552035,0.01591112,0.858541503
CACNB4,13984486.5,1.95946E-61,4.61437E-60,0.697927697,0.30954002,0.511555571
CACNG8,12362490,2.41792E-07,4.90932E-07,0.064479262,0.033765837,0.810063669
CACUL1,12659157.5,2.6355E-10,7.21811E-10,0.354462516,0.237950201,0.742050794
